id,bank,category,person,format,difficulty,question,tags
C0942,companions,Companions (Sahaba),,multiple_choice,5,Write a true/false prompt about youth Companions and early responsibility (do not provide the answer). Include 1 relevant Qur'anic or historical anchor (no need for exact citation).,"['sahaba', 'early_islam', 'hadith', 'history']"
C0943,companions,Companions (Sahaba),,multiple_choice,4,Make a short-answer quiz item about who can be counted among the Companions and why definitions matter for beginners. Include 1 relevant Qur'anic or historical anchor (no need for exact citation).,"['sahaba', 'early_islam', 'hadith', 'history']"
C0944,companions,Companions (Sahaba),,free_response,1,"What is one misconception about social justice, charity, and caring for the vulnerable? Write a 'spot the error' prompt to correct it. Explain your reasoning step-by-step.","['sahaba', 'early_islam', 'hadith', 'history']"
C0945,companions,Companions (Sahaba),,multiple_choice,1,Summarize how the Companions approached non-Muslim neighbors from a ethical angle. Include a warning about a common misconception.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0946,companions,Companions (Sahaba),,free_response,4,"Make a short-answer quiz item about learning, teaching, and seeking knowledge for beginners. Give 1 example and 1 counterexample.","['sahaba', 'early_islam', 'hadith', 'history']"
C0947,companions,Companions (Sahaba),,scenario,1,What would leadership success look like if your community applied lessons from family life and raising children in Medina this month? Include 1 relevant Qur'anic or historical anchor (no need for exact citation).,"['sahaba', 'early_islam', 'hadith', 'history']"
C0948,companions,Companions (Sahaba),,true_false,5,List 3 virtues the Companions modeled in what makes a narration reliable vs weak. Include 1 relevant Qur'anic or historical anchor (no need for exact citation).,"['sahaba', 'early_islam', 'hadith', 'history']"
C0949,companions,Companions (Sahaba),,true_false,2,What is one misconception about what makes a narration reliable vs weak? Write a 'spot the error' prompt to correct it. Include 1 relevant Qur'anic or historical anchor (no need for exact citation).,"['sahaba', 'early_islam', 'hadith', 'history']"
C0950,companions,Companions (Sahaba),,multiple_choice,3,Write a reflection prompt connecting interfaith interactions and treaties to trust (tawakkul). Give 2 examples.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0951,companions,Companions (Sahaba),,free_response,5,Compare teachers vs students of knowledge in how each contributed to the pledge(s) of al-'Aqabah and community commitments. Explain your reasoning step-by-step.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0952,companions,Companions (Sahaba),,true_false,4,How does the Trench (Khandaq) and community resilience relate to the reliability of hadith transmission? Include a warning about a common misconception.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0953,companions,Companions (Sahaba),,multiple_choice,4,What is one misconception about Qur'an compilation and preservation in early Islam? Write a 'spot the error' prompt to correct it. Include a warning about a common misconception.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0954,companions,Companions (Sahaba),,scenario,5,What would leadership success look like if your community applied lessons from how Companions handled mistakes and repentance this month? Give 1 example and 1 counterexample.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0955,companions,Companions (Sahaba),,scenario,4,"Write a reflection prompt connecting learning, teaching, and seeking knowledge to patience (sabr). Answer in 4-6 sentences.","['sahaba', 'early_islam', 'hadith', 'history']"
C0956,companions,Companions (Sahaba),,true_false,5,Write a reflection prompt connecting Qur'an compilation and preservation in early Islam to trust (tawakkul). Explain your reasoning step-by-step.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0957,companions,Companions (Sahaba),,short_answer,2,Give 2 reasons why ethics of war and peace in early Islam mattered for preserving Islam's teachings and community. Make it suitable for advanced learners.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0958,companions,Companions (Sahaba),,free_response,2,Make a short-answer quiz item about the Farewell Pilgrimage and community ethics for beginners. Include 1 relevant Qur'anic or historical anchor (no need for exact citation).,"['sahaba', 'early_islam', 'hadith', 'history']"
C0959,companions,Companions (Sahaba),,scenario,2,Create a short scenario about how the Companions treated the poor and marginalized and ask learners what the best response is. Give 1 example and 1 counterexample.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0960,companions,Companions (Sahaba),,multiple_choice,4,Analyze adab (ethics) in disagreement among believers from a ethical angle. Give 2 examples.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0961,companions,Companions (Sahaba),,short_answer,3,What questions would you ask to verify a claim about interfaith interactions and treaties? Use a psychological lens. Give 2 examples.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0962,companions,Companions (Sahaba),,short_answer,1,"If a social media post claims something about the Conquest of Mecca and forgiveness, how would you respond without being combative? Include a warning about a common misconception.","['sahaba', 'early_islam', 'hadith', 'history']"
C0963,companions,Companions (Sahaba),,scenario,3,Design a classroom activity to teach ethics of war and peace in early Islam. Make it historical. Include 1 relevant Qur'anic or historical anchor (no need for exact citation).,"['sahaba', 'early_islam', 'hadith', 'history']"
C0964,companions,Companions (Sahaba),,short_answer,2,Design a classroom activity to teach how the Companions approached non-Muslim neighbors. Make it psychological. Keep it beginner-friendly.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0965,companions,Companions (Sahaba),,scenario,3,Write a reflection prompt connecting the Treaty of Hudaybiyyah and strategic patience to patience (sabr). Explain your reasoning step-by-step.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0966,companions,Companions (Sahaba),,scenario,4,"Turn interfaith interactions and treaties into a 2-step reasoning question (Step 1 identify, Step 2 justify). Include 1 relevant Qur'anic or historical anchor (no need for exact citation).","['sahaba', 'early_islam', 'hadith', 'history']"
C0967,companions,Companions (Sahaba),,free_response,2,List 3 virtues the Companions modeled in what makes a narration reliable vs weak. Answer in 4-6 sentences.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0968,companions,Companions (Sahaba),,true_false,5,How does Qur'an compilation and preservation in early Islam relate to the reliability of hadith transmission? Answer in 1-2 sentences.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0969,companions,Companions (Sahaba),,short_answer,3,Make a short-answer quiz item about community building in Medina for beginners. Make it suitable for advanced learners.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0970,companions,Companions (Sahaba),,free_response,5,Give 2 reasons why how the Companions prioritized truth over tribalism mattered for preserving Islam's teachings and community. Give 1 example and 1 counterexample.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0971,companions,Companions (Sahaba),,scenario,4,Compare judges vs students of knowledge in how each contributed to the Hijrah and the roles of Muhajirun and Ansar. Give 1 example and 1 counterexample.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0972,companions,Companions (Sahaba),,short_answer,4,Write a multiple-choice question about women Companions and their contributions (do not provide the answer). Include a warning about a common misconception.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0973,companions,Companions (Sahaba),,short_answer,3,What is one misconception about brotherhood between Muhajirun and Ansar? Write a 'spot the error' prompt to correct it. Answer in 3 bullet points.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0974,companions,Companions (Sahaba),,free_response,3,"Turn Qur'an compilation and preservation in early Islam into a 2-step reasoning question (Step 1 identify, Step 2 justify). Keep it beginner-friendly.","['sahaba', 'early_islam', 'hadith', 'history']"
C0975,companions,Companions (Sahaba),,scenario,5,Give 2 reasons why how political power can threaten sincerity mattered for preserving Islam's teachings and community. Keep it beginner-friendly.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0976,companions,Companions (Sahaba),,true_false,2,What questions would you ask to verify a claim about environmental stewardship and avoiding waste? Use a community-building lens. Answer in 4-6 sentences.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0977,companions,Companions (Sahaba),,free_response,1,"Turn the definition of a Companion (Sahabi) in hadith terminology into a 2-step reasoning question (Step 1 identify, Step 2 justify). Explain your reasoning step-by-step.","['sahaba', 'early_islam', 'hadith', 'history']"
C0978,companions,Companions (Sahaba),,true_false,3,Write a true/false prompt about the Constitution of Medina and plural community rules (do not provide the answer). Explain your reasoning step-by-step.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0979,companions,Companions (Sahaba),,multiple_choice,2,How does conflict resolution and reconciliation relate to the reliability of hadith transmission? Include 1 relevant Qur'anic or historical anchor (no need for exact citation).,"['sahaba', 'early_islam', 'hadith', 'history']"
C0980,companions,Companions (Sahaba),,short_answer,1,What would leadership success look like if your community applied lessons from the Battle of Uhud and lessons learned this month? Explain your reasoning step-by-step.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0981,companions,Companions (Sahaba),,short_answer,3,Design a classroom activity to teach who can be counted among the Companions and why definitions matter. Make it evidence-based. Make it suitable for advanced learners.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0982,companions,Companions (Sahaba),,scenario,3,"Explain how isnad protects against misinformation, using the role of Companions in transmitting Qur'anic context (asbab al-nuzul) as the example context. Keep it beginner-friendly.","['sahaba', 'early_islam', 'hadith', 'history']"
